Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour EMEA: Last Chance Qualifier,All Stages,All Match Types,Icebox,6,56%,44%
Champions Tour EMEA: Last Chance Qualifier,All Stages,All Match Types,Breeze,5,55%,45%
Champions Tour EMEA: Last Chance Qualifier,All Stages,All Match Types,Ascent,4,57%,43%
Champions Tour EMEA: Last Chance Qualifier,All Stages,All Match Types,Fracture,4,46%,54%
Champions Tour EMEA: Last Chance Qualifier,All Stages,All Match Types,Split,2,43%,57%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,Decider,Decider,All Maps,3,52%,48%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,Decider,Decider,Breeze,1,52%,48%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,Decider,Decider,Fracture,1,50%,50%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,Decider,Decider,Icebox,1,52%,48%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,All Stages,All Match Types,All Maps,3,52%,48%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,All Stages,All Match Types,Breeze,1,52%,48%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,All Stages,All Match Types,Fracture,1,50%,50%
Champions Tour LATAM/BR Stage 2: Last Chance Qualifier,All Stages,All Match Types,Icebox,1,52%,48%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,All Maps,9,49%,51%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,3,51%,49%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Icebox,2,62%,38%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,1,25%,75%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Bind,1,45%,55%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Fracture,1,19%,81%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,1,79%,21%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,All Maps,5,58%,42%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Bind,1,54%,46%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Breeze,1,75%,25%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Fracture,1,56%,44%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Haven,1,52%,48%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Split,1,50%,50%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Final,All Maps,2,44%,56%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Final,Ascent,1,48%,52%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Final,Bind,1,42%,58%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,All Maps,3,48%,52%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,Fracture,1,59%,41%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,Haven,1,46%,54%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,Split,1,41%,59%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,All Maps,4,48%,52%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Ascent,1,22%,78%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Bind,1,68%,32%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Fracture,1,38%,63%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Haven,1,65%,35%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,All Maps,4,54%,46%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Ascent,1,79%,21%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Bind,1,50%,50%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Icebox,1,61%,39%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Split,1,29%,71%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,All Maps,3,37%,63%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Bind,1,48%,52%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Haven,1,29%,71%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Split,1,35%,65%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,All Maps,3,63%,37%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,Ascent,1,29%,71%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,Bind,1,77%,23%
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,Split,1,86%,14%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,All Maps,33,51%,49%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Split,8,49%,51%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Bind,7,55%,45%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Ascent,5,37%,63%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Haven,5,52%,48%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Fracture,4,42%,58%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Icebox,3,62%,38%
Champions Tour East Asia: Last Chance Qualifier,All Stages,All Match Types,Breeze,1,75%,25%
Oceania Tour: Championship,Main Event,Upper Semifinals,All Maps,6,42%,58%
Oceania Tour: Championship,Main Event,Upper Semifinals,Fracture,2,53%,47%
Oceania Tour: Championship,Main Event,Upper Semifinals,Haven,2,32%,68%
Oceania Tour: Championship,Main Event,Upper Semifinals,Ascent,1,33%,67%
Oceania Tour: Championship,Main Event,Upper Semifinals,Bind,1,47%,53%
Oceania Tour: Championship,Main Event,Lower Round 1,All Maps,6,47%,53%
Oceania Tour: Championship,Main Event,Lower Round 1,Split,2,55%,45%
Oceania Tour: Championship,Main Event,Lower Round 1,Ascent,2,52%,48%
Oceania Tour: Championship,Main Event,Lower Round 1,Haven,1,38%,63%
Oceania Tour: Championship,Main Event,Lower Round 1,Icebox,1,33%,67%
Oceania Tour: Championship,Main Event,Upper Final,All Maps,2,40%,60%
Oceania Tour: Championship,Main Event,Upper Final,Haven,1,19%,81%
Oceania Tour: Championship,Main Event,Upper Final,Icebox,1,59%,41%
Oceania Tour: Championship,Main Event,Lower Round 2,All Maps,2,41%,59%
Oceania Tour: Championship,Main Event,Lower Round 2,Bind,1,45%,55%
Oceania Tour: Championship,Main Event,Lower Round 2,Fracture,1,38%,62%
Oceania Tour: Championship,Main Event,Lower Final,All Maps,2,48%,53%
Oceania Tour: Championship,Main Event,Lower Final,Breeze,1,52%,48%
Oceania Tour: Championship,Main Event,Lower Final,Icebox,1,42%,58%
Oceania Tour: Championship,Main Event,Grand Final,All Maps,4,51%,49%
Oceania Tour: Championship,Main Event,Grand Final,Breeze,1,74%,26%
Oceania Tour: Championship,Main Event,Grand Final,Fracture,1,43%,57%
Oceania Tour: Championship,Main Event,Grand Final,Haven,1,43%,57%
Oceania Tour: Championship,Main Event,Grand Final,Icebox,1,45%,55%
Oceania Tour: Championship,All Stages,All Match Types,All Maps,22,45%,55%
Oceania Tour: Championship,All Stages,All Match Types,Haven,5,33%,67%
Oceania Tour: Championship,All Stages,All Match Types,Fracture,4,47%,53%
Oceania Tour: Championship,All Stages,All Match Types,Icebox,4,45%,55%
Oceania Tour: Championship,All Stages,All Match Types,Ascent,3,45%,55%
Oceania Tour: Championship,All Stages,All Match Types,Bind,2,46%,54%
Oceania Tour: Championship,All Stages,All Match Types,Breeze,2,63%,38%
Oceania Tour: Championship,All Stages,All Match Types,Split,2,55%,45%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,Main Event,Decider,All Maps,3,42%,58%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,Main Event,Decider,Haven,1,32%,68%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,Main Event,Decider,Icebox,1,32%,68%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,Main Event,Decider,Split,1,58%,42%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,All Stages,All Match Types,All Maps,3,42%,58%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,All Stages,All Match Types,Haven,1,32%,68%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,All Stages,All Match Types,Icebox,1,32%,68%
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,All Stages,All Match Types,Split,1,58%,42%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,5,57%,43%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,2,61%,39%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,1,63%,38%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,1,45%,55%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,1,57%,43%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,2,47%,53%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,1,25%,75%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,1,65%,35%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,3,53%,47%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,1,39%,61%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Haven,1,35%,65%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Split,1,94%,6%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Round 1,All Maps,2,32%,68%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Round 1,Bind,1,23%,77%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Round 1,Icebox,1,41%,59%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,All Maps,5,46%,54%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,Ascent,1,70%,30%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,Bind,1,29%,71%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,Breeze,1,58%,42%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,Icebox,1,21%,79%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Lower Final,Split,1,42%,58%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,All Maps,17,49%,51%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Bind,4,41%,59%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Icebox,4,49%,51%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Ascent,3,58%,42%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Breeze,3,44%,56%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Split,2,66%,34%
Champions Tour Latin America Stage 2: Playoffs,All Stages,All Match Types,Haven,1,35%,65%
Road to VCT 2022: Stage 2,Round 3,Semifinals,All Maps,5,48%,52%
Road to VCT 2022: Stage 2,Round 3,Semifinals,Bind,2,56%,44%
Road to VCT 2022: Stage 2,Round 3,Semifinals,Ascent,1,21%,79%
Road to VCT 2022: Stage 2,Round 3,Semifinals,Breeze,1,79%,21%
Road to VCT 2022: Stage 2,Round 3,Semifinals,Haven,1,32%,68%
Road to VCT 2022: Stage 2,Round 3,3rd Place Match,All Maps,3,66%,34%
Road to VCT 2022: Stage 2,Round 3,3rd Place Match,Ascent,1,45%,55%
Road to VCT 2022: Stage 2,Round 3,3rd Place Match,Bind,1,71%,29%
Road to VCT 2022: Stage 2,Round 3,3rd Place Match,Haven,1,82%,18%
Road to VCT 2022: Stage 2,Round 3,Grand Final,All Maps,2,59%,41%
Road to VCT 2022: Stage 2,Round 3,Grand Final,Bind,1,56%,44%
Road to VCT 2022: Stage 2,Round 3,Grand Final,Breeze,1,62%,38%
Road to VCT 2022: Stage 2,Round 2,Semifinals,All Maps,5,53%,47%
Road to VCT 2022: Stage 2,Round 2,Semifinals,Haven,2,44%,56%
Road to VCT 2022: Stage 2,Round 2,Semifinals,Bind,1,63%,38%
Road to VCT 2022: Stage 2,Round 2,Semifinals,Breeze,1,44%,56%
Road to VCT 2022: Stage 2,Round 2,Semifinals,Icebox,1,67%,33%
Road to VCT 2022: Stage 2,Round 2,Grand Final,All Maps,3,48%,52%
Road to VCT 2022: Stage 2,Round 2,Grand Final,Ascent,1,44%,56%
Road to VCT 2022: Stage 2,Round 2,Grand Final,Icebox,1,55%,45%
Road to VCT 2022: Stage 2,Round 2,Grand Final,Split,1,45%,55%
Road to VCT 2022: Stage 2,Round 2,Decider Match,All Maps,3,57%,43%
Road to VCT 2022: Stage 2,Round 2,Decider Match,Ascent,1,65%,35%
Road to VCT 2022: Stage 2,Round 2,Decider Match,Breeze,1,43%,57%
Road to VCT 2022: Stage 2,Round 2,Decider Match,Icebox,1,63%,38%
Road to VCT 2022: Stage 2,Round 1,Semifinals,All Maps,5,47%,53%
Road to VCT 2022: Stage 2,Round 1,Semifinals,Ascent,1,71%,29%
Road to VCT 2022: Stage 2,Round 1,Semifinals,Bind,1,50%,50%
Road to VCT 2022: Stage 2,Round 1,Semifinals,Breeze,1,37%,63%
Road to VCT 2022: Stage 2,Round 1,Semifinals,Icebox,1,46%,54%
Road to VCT 2022: Stage 2,Round 1,Semifinals,Split,1,35%,65%
Road to VCT 2022: Stage 2,Round 1,Grand Final,All Maps,2,57%,43%
Road to VCT 2022: Stage 2,Round 1,Grand Final,Breeze,1,42%,58%
Road to VCT 2022: Stage 2,Round 1,Grand Final,Icebox,1,70%,30%
Road to VCT 2022: Stage 2,Round 1,Decider Match,All Maps,2,58%,42%
Road to VCT 2022: Stage 2,Round 1,Decider Match,Split,1,71%,29%
Road to VCT 2022: Stage 2,Round 1,Decider Match,Ascent,1,47%,53%
Road to VCT 2022: Stage 2,All Stages,All Match Types,All Maps,30,53%,47%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Ascent,6,50%,50%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Bind,6,59%,41%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Breeze,6,50%,50%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Icebox,5,60%,40%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Haven,4,48%,52%
Road to VCT 2022: Stage 2,All Stages,All Match Types,Split,3,48%,52%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Quarterfinals,All Maps,4,48%,52%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Quarterfinals,Fracture,2,48%,52%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Quarterfinals,Ascent,1,39%,61%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Quarterfinals,Breeze,1,55%,45%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Round 1,All Maps,2,32%,68%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Round 1,Bind,1,21%,79%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Round 1,Haven,1,41%,59%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Final,All Maps,3,55%,45%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Final,Bind,1,59%,41%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Final,Haven,1,62%,38%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Upper Bracket Final,Split,1,43%,57%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Final,All Maps,2,37%,63%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Final,Bind,1,29%,71%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Lower Bracket Final,Haven,1,45%,55%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,All Maps,5,40%,60%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,Ascent,1,8%,92%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,Breeze,1,67%,33%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,Fracture,1,47%,53%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,Haven,1,59%,41%
Champions Tour Latin America Stage 1: Playoffs,Regional Finals,Grand Final,Split,1,16%,84%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,All Maps,16,44%,56%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Haven,4,53%,48%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Bind,3,39%,61%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Fracture,3,48%,52%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Ascent,2,21%,79%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Breeze,2,61%,39%
Champions Tour Latin America Stage 1: Playoffs,All Stages,All Match Types,Split,2,30%,70%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,All Maps,11,52%,48%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,4,49%,51%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Icebox,3,58%,42%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Breeze,2,46%,54%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Bind,1,45%,55%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Fracture,1,58%,42%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,All Maps,5,39%,61%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Ascent,2,35%,65%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Breeze,1,43%,57%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Fracture,1,32%,68%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Haven,1,53%,47%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,All Maps,2,47%,53%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,Haven,1,50%,50%
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,Icebox,1,45%,55%
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,All Maps,3,44%,56%
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Fracture,1,37%,63%
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Haven,1,50%,50%
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Icebox,1,45%,55%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,All Maps,4,53%,47%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Bind,1,68%,32%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Breeze,1,29%,71%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Fracture,1,58%,42%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Icebox,1,58%,42%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,All Maps,5,53%,47%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Breeze,2,55%,45%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Fracture,1,33%,67%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Haven,1,63%,38%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Icebox,1,62%,38%
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,All Maps,2,47%,53%
