Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,C0M,Evil Geniuses,viper,24,0.98,181,0.94,75%,109.3,0.63,0.38,0.04,0.17,21%,25%,1/4,15,15,16,9,1,4
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,C0M,Evil Geniuses,"viper, breach",62,0.81,135.7,0.68,68%,89.8,0.48,0.27,0.02,0.1,28%,27%,3/11,15,30,44,17,1,6
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,Demon1,Evil Geniuses,brimstone,22,0.96,158,0.93,68%,99.5,0.59,0.32,0.05,0.14,42%,29%,2/7,13,13,14,7,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,jawgemo,Evil Geniuses,omen,16,0.76,195,0.69,69%,130,0.56,0.19,0.06,0.19,30%,,,9,9,13,3,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,jawgemo,Evil Geniuses,raze,46,0.94,215,0.94,61%,146.2,0.72,0.2,0.17,0.22,15%,,0/2,19,33,35,9,8,10
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,jawgemo,Evil Geniuses,"omen, raze",62,0.88,208.3,0.88,63%,142,0.68,0.19,0.15,0.21,18%,,0/2,19,42,48,12,9,13
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boaster,FNATIC,astra,21,1.09,183,1.08,71%,105.5,0.62,0.29,0.1,0.1,14%,,0/3,13,13,12,6,2,2
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boaster,FNATIC,brimstone,26,0.95,140,0.63,77%,85.8,0.38,0.62,0.04,0.08,17%,,0/1,10,10,16,16,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boaster,FNATIC,omen,24,0.91,137,0.73,67%,75,0.46,0.54,0,0.13,8%,,0/1,11,11,15,13,0,3
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boaster,FNATIC,"brimstone, astra, omen",71,0.99,153.3,0.79,72%,88,0.48,0.49,0.04,0.1,13%,,0/5,13,34,43,35,3,7
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Alfajer,FNATIC,killjoy,21,1.49,285,2.09,76%,177.3,1.1,0.14,0.1,0.05,31%,25%,1/4,23,23,11,3,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Derke,FNATIC,raze,71,1.11,267,1.21,65%,170,0.89,0.18,0.23,0.31,22%,,0/1,28,63,52,13,16,22
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Leo,FNATIC,skye,50,1.17,166,0.96,74%,113.3,0.5,0.58,0.04,0,14%,,0/9,15,25,26,29,2,0
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Chronicle,FNATIC,viper,47,0.91,149,0.86,70%,97.9,0.51,0.43,0.04,0.11,23%,,0/1,15,24,28,20,2,5
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boostio,Evil Geniuses,astra,24,0.92,145,0.8,71%,75.3,0.5,0.42,0.08,0.04,11%,,,12,12,15,10,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boostio,Evil Geniuses,killjoy,21,1.05,274,1.06,67%,170.2,0.9,0.1,0.19,0.1,25%,,,19,19,18,2,4,2
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Boostio,Evil Geniuses,"killjoy, astra",71,0.9,189.3,0.88,66%,107.7,0.65,0.2,0.14,0.11,20%,,0/2,19,46,52,14,10,8
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,C0M,Evil Geniuses,brimstone,26,1.11,176,0.93,73%,120,0.54,0.5,0,0.08,29%,,0/1,14,14,15,13,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,C0M,Evil Geniuses,viper,45,0.59,131.5,0.49,58%,85.3,0.4,0.22,0.09,0.11,16%,,0/8,10,18,37,10,4,5
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,C0M,Evil Geniuses,"brimstone, viper",71,0.76,146.3,0.62,63%,98,0.45,0.32,0.06,0.1,21%,,0/9,14,32,52,23,4,7
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,jawgemo,Evil Geniuses,omen,21,0.58,119,0.5,71%,79.4,0.38,0.29,0.1,0.05,11%,,0/2,8,8,16,6,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,jawgemo,Evil Geniuses,raze,50,0.79,199.5,0.8,62%,132.7,0.64,0.2,0.14,0.18,11%,,0/2,21,32,40,10,7,9
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,jawgemo,Evil Geniuses,"omen, raze",71,0.72,172.7,0.71,65%,116.9,0.56,0.23,0.13,0.14,11%,,0/4,21,40,56,16,9,10
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Ethan,Evil Geniuses,skye,71,1.13,193,1.07,73%,121.9,0.62,0.62,0.04,0.06,19%,19%,3/16,16,44,41,44,3,4
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,Demon1,Evil Geniuses,"all, all",71,0.98,198.7,1.06,69%,141.1,0.77,0.03,0.17,0.06,33%,13%,1/8,23,55,52,2,12,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,stax,DRX,breach,18,0.82,188,0.87,72%,110.3,0.72,0.17,0.06,0,36%,33%,1/3,13,13,15,3,1,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,stax,DRX,skye,24,1.23,242,1.38,79%,149.5,0.92,0.5,0.08,0.13,25%,50%,1/2,22,22,16,12,2,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,stax,DRX,"skye, breach",42,1.03,215,1.13,76%,132.7,0.83,0.36,0.07,0.07,28%,40%,2/5,22,35,31,15,3,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Zest,DRX,harbor,24,0.77,161,0.63,71%,106.5,0.5,0.42,0.04,0,29%,,0/3,12,12,19,10,1,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,BuZz,DRX,jett,42,0.72,167,0.69,60%,106.8,0.52,0.12,0.14,0.19,16%,33%,1/3,14,22,32,5,6,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Rb,DRX,killjoy,42,1,243,1.16,74%,161.2,0.86,0.14,0.17,0.02,36%,,0/7,23,36,31,6,7,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,MaKo,DRX,omen,18,0.4,88,0.31,50%,47.6,0.28,0.28,0.06,0.11,9%,,0/3,5,5,16,5,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,MaKo,DRX,viper,24,0.87,169,0.71,79%,99.7,0.5,0.38,0.25,0.08,13%,,0/2,12,12,17,9,6,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,MaKo,DRX,"omen, viper",42,0.64,128.5,0.52,67%,77.4,0.4,0.33,0.17,0.1,12%,,0/5,12,17,33,14,7,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Smoggy,EDward Gaming,breach,23,0.81,142,0.73,70%,90.3,0.48,0.52,0.04,0.04,30%,100%,1/1,11,11,15,12,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,ZmjjKK,EDward Gaming,jett,42,1.13,264.5,1.34,71%,166.2,0.93,0.24,0.21,0.21,12%,,,20,39,29,10,9,9
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,CHICHOO,EDward Gaming,killjoy,23,1.24,206,1.46,74%,133.8,0.83,0.13,0,0,29%,14%,1/7,19,19,13,3,0,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Haodong,EDward Gaming,omen,19,1.02,175,1.09,79%,116.6,0.63,0.68,0,0.11,29%,,0/1,12,12,11,13,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,nobody,EDward Gaming,skye,42,1.27,265,1.33,74%,167.5,0.95,0.31,0.1,0.1,33%,,0/5,22,40,30,13,4,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,cauanzin,LOUD,breach,23,0.76,175,0.83,74%,102,0.65,0.35,0.04,0.04,23%,,0/2,15,15,18,8,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,cauanzin,LOUD,skye,19,0.66,146,0.53,63%,94.1,0.47,0.21,0.11,0.05,31%,,0/1,9,9,17,4,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,cauanzin,LOUD,"skye, breach",42,0.71,160.5,0.69,69%,98.4,0.57,0.29,0.07,0.05,26%,,0/3,15,24,35,12,3,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Less,LOUD,killjoy,19,0.73,150,0.69,53%,111.1,0.58,0.16,0.05,0.11,28%,25%,1/4,11,11,16,3,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Less,LOUD,viper,23,1.37,327,1.53,70%,205.1,1.13,0.3,0.04,0.04,20%,17%,1/6,26,26,17,7,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Less,LOUD,"killjoy, viper",42,1.05,238.5,1.12,62%,162.5,0.88,0.24,0.05,0.07,23%,20%,2/10,26,37,33,10,2,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,tuyz,LOUD,omen,42,0.79,133,0.58,67%,77.9,0.45,0.45,0.07,0,28%,,0/5,10,19,33,19,3,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,saadhak,LOUD,viper,19,0.81,148,0.67,63%,95,0.53,0.37,0.11,0.16,8%,20%,1/5,10,10,15,7,2,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,aspas,LOUD,all,42,1.19,273.5,1.13,71%,174.1,0.86,0.24,0.24,0.26,30%,,0/4,20,36,32,10,10,11
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,s0m,NRG Esports,harbor,42,1.23,207,1.28,76%,115.7,0.76,0.6,0.07,0.14,17%,33%,1/3,18,32,25,25,3,6
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,ardiis,NRG Esports,jett,42,1.29,268,1.28,83%,167.1,0.88,0.36,0.21,0.24,15%,50%,1/2,23,37,29,15,9,10
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,Victor,NRG Esports,killjoy,42,1.33,237.5,1.73,81%,147.3,0.9,0.21,0.02,0.02,24%,11%,1/9,23,38,22,9,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,crashies,NRG Esports,skye,42,1.29,206,1.19,88%,132.5,0.76,0.69,0,0.14,25%,,0/3,17,32,27,29,0,6
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,FiNESSE,NRG Esports,viper,42,1.01,151.5,0.96,79%,105.1,0.55,0.45,0.1,0.05,17%,33%,1/3,16,23,24,19,4,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,s0m,NRG Esports,astra,18,1.37,182,1.86,89%,118.3,0.72,0.5,0,0.06,25%,33%,1/3,13,13,7,9,0,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,s0m,NRG Esports,omen,21,0.97,195,0.88,71%,132.6,0.71,0.29,0.1,0.05,25%,,0/3,15,15,17,6,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,s0m,NRG Esports,"astra, omen",65,1.11,182.3,1.05,72%,124,0.66,0.38,0.08,0.08,24%,13%,1/8,15,43,41,25,5,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,ardiis,NRG Esports,jett,65,1.03,194.3,1.05,66%,135,0.71,0.14,0.17,0.22,21%,43%,3/7,18,46,44,9,11,14
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Victor,NRG Esports,kayo,21,1.05,233,0.88,71%,154.6,0.71,0.81,0.05,0.05,18%,33%,1/3,15,15,17,17,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Victor,NRG Esports,killjoy,26,0.74,171,0.7,77%,120.9,0.54,0.27,0.04,0.04,31%,,0/3,14,14,20,7,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Victor,NRG Esports,raze,18,1.67,346,2.75,72%,229.7,1.22,0.33,0.17,0.06,27%,,,22,22,8,6,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Victor,NRG Esports,"raze, killjoy, kayo",65,1.15,250,1.13,74%,161.9,0.78,0.46,0.08,0.05,25%,17%,1/6,22,51,45,30,5,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,FiNESSE,NRG Esports,killjoy,21,0.56,143,0.56,62%,97.8,0.48,0.14,0.1,0.24,24%,,0/3,10,10,18,3,2,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,FiNESSE,NRG Esports,viper,44,1.16,224,1.28,75%,155.6,0.84,0.32,0.09,0.07,26%,,0/5,21,37,29,14,4,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,FiNESSE,NRG Esports,"killjoy, viper",65,0.96,197,1,71%,136.9,0.72,0.26,0.09,0.12,25%,,0/8,21,47,47,17,6,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,crashies,NRG Esports,skye,44,1.15,153.5,1,80%,105.8,0.59,0.41,0.05,0.11,34%,25%,1/4,18,26,26,18,2,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,crashies,NRG Esports,sova,21,0.89,215,1,81%,142.2,0.67,0.29,0.05,0,29%,50%,2/4,14,14,14,6,1,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,crashies,NRG Esports,"skye, sova",65,1.06,174,1,80%,117.6,0.62,0.37,0.05,0.08,32%,38%,3/8,18,40,40,24,3,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Haodong,EDward Gaming,astra,22,1.37,266,1.4,77%,164.8,0.95,0.23,0.18,0.14,41%,,0/1,21,21,15,5,4,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Haodong,EDward Gaming,brimstone,26,0.62,139,0.55,69%,99.4,0.46,0.35,0.12,0.15,24%,,0/3,12,12,22,9,3,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Haodong,EDward Gaming,omen,21,0.88,173,0.76,76%,106.2,0.62,0.43,0.05,0.14,22%,25%,1/4,13,13,17,9,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Haodong,EDward Gaming,"brimstone, astra, omen",69,0.95,192.7,0.85,74%,122.3,0.67,0.33,0.12,0.14,29%,13%,1/8,21,46,54,23,8,10
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Smoggy,EDward Gaming,breach,26,1.12,168,1.19,69%,104.3,0.73,0.27,0.04,0,37%,14%,1/7,19,19,16,7,1,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Smoggy,EDward Gaming,jett,22,1.33,255,1.75,82%,162.2,0.95,0.09,0.14,0.05,36%,25%,1/4,21,21,12,2,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Smoggy,EDward Gaming,raze,21,0.91,218,1,81%,133,0.76,0.24,0.1,0.05,21%,,,16,16,16,5,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Smoggy,EDward Gaming,"jett, breach, raze",69,1.12,213.7,1.27,77%,131.5,0.81,0.2,0.09,0.03,30%,18%,2/11,21,56,44,14,6,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,CHICHOO,EDward Gaming,cypher,21,0.66,127,0.69,71%,92.3,0.52,0.05,0,0.05,24%,,0/6,11,11,16,1,0,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,CHICHOO,EDward Gaming,killjoy,26,1.2,301,1.35,81%,191.1,1.04,0.19,0.08,0.15,18%,,0/1,27,27,20,5,2,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,CHICHOO,EDward Gaming,viper,22,1.04,167,0.92,91%,120,0.55,0.5,0,0,23%,25%,1/4,12,12,13,11,0,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,CHICHOO,EDward Gaming,"cypher, killjoy, viper",69,0.97,198.3,1.02,81%,138.4,0.72,0.25,0.03,0.07,20%,9%,1/11,27,50,49,17,2,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,ZmjjKK,EDward Gaming,jett,47,1.01,257.5,1.16,64%,161.2,0.94,0.15,0.23,0.17,21%,,0/2,26,44,38,7,11,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,ZmjjKK,EDward Gaming,raze,22,0.97,222,0.94,73%,150.4,0.77,0.18,0.14,0.18,22%,,0/1,17,17,18,4,3,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,ZmjjKK,EDward Gaming,"jett, raze",69,1,245.7,1.09,67%,157.8,0.88,0.16,0.2,0.17,21%,,0/3,26,61,56,11,14,12
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,nobody,EDward Gaming,skye,69,0.91,171.7,0.81,72%,107.9,0.57,0.36,0.03,0.12,24%,22%,2/9,15,39,48,25,2,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,mindfreak,Paper Rex,astra,22,0.64,134,0.59,55%,101.8,0.45,0.09,0,0,24%,14%,1/7,10,10,17,2,0,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,mindfreak,Paper Rex,brimstone,26,1.3,227,1.4,92%,154.8,0.81,0.35,0.12,0.04,35%,50%,1/2,21,21,15,9,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,mindfreak,Paper Rex,omen,21,1.23,196,1,67%,135.1,0.67,0.48,0.19,0.19,21%,100%,1/1,14,14,14,10,4,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,mindfreak,Paper Rex,"brimstone, astra, omen",69,1.06,185.7,0.98,72%,131.9,0.65,0.3,0.1,0.07,27%,30%,3/10,21,45,46,21,7,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,cgrs,Paper Rex,breach,26,0.7,125,0.48,73%,74.6,0.38,0.5,0.04,0.04,20%,,0/2,10,10,21,13,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,cgrs,Paper Rex,skye,22,0.8,132,0.79,77%,73.9,0.5,0.27,0.05,0.14,26%,50%,1/2,11,11,14,6,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,cgrs,Paper Rex,"skye, breach",69,0.9,130.7,0.73,77%,78.7,0.48,0.41,0.03,0.06,20%,44%,4/9,12,33,45,28,2,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,f0rsakeN,Paper Rex,cypher,21,0.93,178,0.93,81%,130.8,0.67,0.52,0.05,0.14,18%,,0/2,14,14,15,11,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,f0rsakeN,Paper Rex,jett,22,0.86,228,0.84,64%,141.2,0.73,0.32,0.27,0.18,25%,,,16,16,19,7,6,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,f0rsakeN,Paper Rex,"cypher, jett",69,0.89,209.7,0.88,74%,136.7,0.71,0.36,0.17,0.14,20%,,0/3,19,49,56,25,12,10
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,d4v41,Paper Rex,killjoy,26,1.26,243,1.35,77%,170.6,0.88,0.23,0.12,0,32%,17%,1/6,23,23,17,6,3,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,d4v41,Paper Rex,skye,21,1.16,234,1.06,81%,137.7,0.81,0.57,0.14,0.1,27%,33%,1/3,17,17,16,12,3,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,d4v41,Paper Rex,viper,22,1.29,234,1.58,77%,149.3,0.86,0.18,0.05,0.05,26%,25%,1/4,19,19,12,4,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,d4v41,Paper Rex,"skye, killjoy, viper",69,1.23,237,1.31,78%,153.8,0.86,0.32,0.1,0.04,29%,23%,3/13,23,59,45,22,7,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Jinggg,Paper Rex,raze,69,0.96,273,1.08,74%,175.3,0.94,0.26,0.13,0.14,14%,,0/6,26,65,60,18,9,10
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Jamppi,Team Liquid,breach,26,0.94,198,0.9,73%,121.5,0.69,0.42,0.12,0.04,29%,,0/2,18,18,20,11,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Jamppi,Team Liquid,skye,18,0.54,154,0.5,61%,96.9,0.44,0.39,0.11,0.11,22%,25%,1/4,8,8,16,7,2,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Jamppi,Team Liquid,sova,21,1.15,160,1.3,71%,97.3,0.62,0.24,0,0.1,13%,,0/4,13,13,10,5,0,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Jamppi,Team Liquid,"skye, breach, sova",65,0.88,170.7,0.85,69%,106.9,0.6,0.35,0.08,0.08,21%,10%,1/10,18,39,46,23,5,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,nAts,Team Liquid,cypher,39,1.04,222,1.18,74%,143.4,0.85,0.15,0.05,0.03,29%,,0/1,23,33,28,6,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,nAts,Team Liquid,killjoy,26,1.26,287,1.44,81%,201.3,1,0.23,0.19,0,20%,,0/3,26,26,18,6,5,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,nAts,Team Liquid,"cypher, killjoy",65,1.12,243.7,1.28,77%,166.6,0.91,0.18,0.11,0.02,24%,,0/4,26,59,46,12,7,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Sayf,Team Liquid,jett,65,1.06,233.7,1.13,74%,145.4,0.8,0.2,0.2,0.18,23%,,0/5,21,52,46,13,13,12
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,soulcas,Team Liquid,kayo,21,1.35,196,1.55,86%,135.5,0.81,0.38,0.05,0.1,34%,33%,1/3,17,17,11,8,1,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,soulcas,Team Liquid,skye,26,1.03,168,1,73%,107.1,0.62,0.12,0.08,0.04,31%,,0/3,16,16,16,3,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,soulcas,Team Liquid,"skye, kayo",65,1.12,181.7,1.07,71%,115.2,0.68,0.23,0.06,0.05,30%,10%,1/10,17,44,41,15,4,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Redgar,Team Liquid,omen,65,0.63,110.7,0.48,69%,71.5,0.35,0.43,0.09,0.14,31%,,0/5,11,23,48,28,6,9
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,mindfreak,Paper Rex,brimstone,24,1.15,227,1.12,75%,143,0.79,0.42,0,0.04,33%,,0/3,19,19,17,10,0,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,mindfreak,Paper Rex,omen,19,0.37,100,0.29,47%,64.4,0.26,0.26,0.05,0.21,23%,,0/2,5,5,17,5,1,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,mindfreak,Paper Rex,"brimstone, omen",71,0.79,151.3,0.72,63%,98.9,0.51,0.32,0.03,0.11,24%,10%,1/10,19,36,50,23,2,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,f0rsakeN,Paper Rex,harbor,24,1.5,287,1.71,71%,183.3,1,0.42,0.13,0.13,31%,,0/4,24,24,14,10,3,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,f0rsakeN,Paper Rex,jett,28,0.97,235,0.96,71%,152.8,0.79,0.14,0.29,0.14,32%,100%,1/1,22,22,23,4,8,4
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,f0rsakeN,Paper Rex,"harbor, jett",71,1.08,239.3,1.07,68%,158.7,0.82,0.28,0.23,0.17,28%,20%,1/5,24,58,54,20,16,12
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,cgrs,Paper Rex,killjoy,28,1.17,241,1.28,75%,160.1,0.82,0.21,0.04,0.04,20%,25%,1/4,23,23,18,6,1,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,Jinggg,Paper Rex,raze,43,1,221,0.91,70%,152.8,0.67,0.16,0.16,0.12,21%,20%,1/5,16,29,32,7,7,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,d4v41,Paper Rex,skye,71,0.99,173.3,0.9,75%,119.2,0.61,0.54,0.04,0.03,27%,,0/8,22,43,48,38,3,2
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,s0m,NRG Esports,brimstone,24,1.1,252,1.05,83%,174.2,0.83,0.5,0.08,0,27%,50%,1/2,20,20,19,12,2,0
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,s0m,NRG Esports,harbor,28,1.22,231,1.26,79%,165.5,0.86,0.32,0.07,0.18,22%,,0/5,24,24,19,9,2,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,s0m,NRG Esports,omen,19,1.39,262,1.8,84%,160.2,0.95,0.37,0.16,0.05,25%,,0/2,18,18,10,7,3,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,s0m,NRG Esports,"harbor, brimstone, omen",71,1.24,248.3,1.29,82%,167,0.87,0.39,0.1,0.08,24%,11%,1/9,24,62,48,28,7,6
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,ardiis,NRG Esports,jett,28,0.97,215,0.95,79%,142.3,0.71,0.25,0.18,0.18,15%,,0/3,20,20,21,7,5,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,ardiis,NRG Esports,killjoy,19,1.34,256,2.25,89%,162.4,0.95,0.21,0.11,0.05,22%,,0/1,18,18,8,4,2,1
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,ardiis,NRG Esports,"killjoy, jett",71,1.07,214.3,1.18,76%,137.8,0.73,0.21,0.14,0.14,18%,,0/9,20,52,44,15,10,10
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,Victor,NRG Esports,killjoy,28,0.78,141,0.7,71%,110,0.5,0.18,0.04,0.11,19%,33%,1/3,14,14,20,5,1,3
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,Victor,NRG Esports,raze,43,1.14,216.5,1.22,79%,135.4,0.77,0.16,0.12,0.12,20%,,0/3,17,33,27,7,5,5
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,Victor,NRG Esports,"killjoy, raze",71,1.02,191.3,1,76%,125.4,0.66,0.17,0.08,0.11,19%,17%,1/6,17,47,47,12,6,8
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,crashies,NRG Esports,skye,71,0.85,138,0.77,75%,98.8,0.52,0.37,0.04,0.13,39%,50%,2/4,17,37,48,26,3,9
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,FiNESSE,NRG Esports,all,71,1.14,233.3,1.08,73%,156,0.75,0.39,0.13,0.04,20%,,0/7,20,53,49,28,9,3
