Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,Bind,1,53%,47%
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,Icebox,1,65%,35%
Champions Tour Europe Stage 2: Challengers 2,Main Event,Grand Finals,Split,1,53%,47%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,All Maps,19,56%,44%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ascent,6,43%,57%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Bind,4,65%,35%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Split,4,61%,39%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Icebox,3,57%,43%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Haven,2,62%,38%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),All Maps,11,53%,47%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Split,3,43%,57%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Bind,3,56%,44%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Haven,2,44%,56%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Icebox,2,79%,21%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals (Seeding),Ascent,1,42%,58%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,All Maps,78,47%,53%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,Ascent,21,47%,53%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,Bind,18,41%,59%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,Split,16,46%,54%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,Haven,14,56%,44%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 64,Icebox,9,43%,57%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,All Maps,35,46%,54%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Ascent,8,43%,57%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Bind,8,51%,49%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Split,8,45%,55%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Haven,7,42%,58%
Champions Tour Europe Stage 2: Challengers 2,Qualifier Playoffs,Round of 32,Icebox,4,49%,51%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,All Maps,239,50%,50%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Ascent,64,50%,50%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Bind,63,51%,49%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Haven,58,49%,51%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Split,35,50%,50%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 256,Icebox,19,53%,47%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,All Maps,141,51%,49%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Ascent,39,55%,45%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Bind,35,47%,53%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Haven,33,53%,47%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Split,21,49%,51%
Champions Tour Europe Stage 2: Challengers 2,Open Qualifier,Round of 128,Icebox,13,53%,47%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,All Maps,540,50%,50%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,Ascent,143,50%,50%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,Bind,136,49%,51%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,Haven,119,51%,49%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,Split,89,49%,51%
Champions Tour Europe Stage 2: Challengers 2,All Stages,All Match Types,Icebox,53,52%,48%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,All Maps,8,45%,55%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Bind,4,38%,62%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Ascent,2,53%,47%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Haven,1,52%,48%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Quarterfinals,Icebox,1,50%,50%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,All Maps,5,47%,53%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Ascent,2,60%,40%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Haven,2,38%,62%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Semifinals,Bind,1,39%,61%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,All Maps,2,45%,55%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,Bind,1,55%,45%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Bronze Match,Haven,1,35%,65%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,All Maps,3,45%,55%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Ascent,1,54%,46%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Bind,1,50%,50%
Champions Tour Indonesia Stage 2: Challengers 2,Main Event,Grand Final,Split,1,21%,79%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,All Maps,26,47%,53%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,Ascent,9,53%,47%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,Haven,6,61%,39%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,Bind,5,38%,62%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,Split,4,32%,68%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 64,Icebox,2,25%,75%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,All Maps,33,51%,49%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,Ascent,9,41%,59%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,Bind,8,52%,48%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,Icebox,8,62%,38%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,Haven,7,54%,46%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 32,Split,1,42%,58%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,All Maps,17,43%,57%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,Ascent,6,36%,64%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,Split,4,38%,62%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,Bind,3,50%,50%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,Haven,2,56%,44%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 16,Icebox,2,44%,56%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 8,All Maps,7,56%,44%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 8,Haven,3,54%,46%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 8,Bind,2,60%,40%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 8,Ascent,1,41%,59%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,Round of 8,Icebox,1,67%,33%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Semifinals,All Maps,5,43%,57%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Semifinals,Split,2,49%,51%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Semifinals,Ascent,2,41%,59%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Semifinals,Bind,1,31%,69%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Final,All Maps,2,54%,46%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Final,Split,1,81%,19%
Champions Tour Indonesia Stage 2: Challengers 2,Qualifier,5th Place Final,Ascent,1,25%,75%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,All Maps,108,48%,52%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,Ascent,33,45%,55%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,Bind,26,47%,53%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,Haven,22,54%,46%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,Icebox,14,55%,45%
Champions Tour Indonesia Stage 2: Challengers 2,All Stages,All Match Types,Split,13,41%,59%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,All Maps,9,54%,46%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Bind,4,50%,50%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Haven,3,64%,36%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Ascent,1,33%,67%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Quarterfinals,Icebox,1,62%,38%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Semifinals,All Maps,4,50%,50%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Semifinals,Ascent,2,42%,58%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Semifinals,Bind,1,65%,35%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Semifinals,Haven,1,50%,50%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,All Maps,4,45%,55%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,Ascent,1,63%,37%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,Bind,1,53%,47%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,Icebox,1,32%,68%
Champions Tour Turkey Stage 2: Challengers 2,Main Event,Grand Finals,Split,1,35%,65%
Champions Tour Turkey Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals,All Maps,11,55%,45%
Champions Tour Turkey Stage 2: Challengers 2,Qualifier Play-In,Quarterfinals,Ascent,3,54%,46%
